ticker,sector,date,avg_sent,neg_share,n_docs,text_volume,sent_mom,sent_vol
AAPL,Information Tech.,2019-01-02,1.762384272296913e-06,0.0,1,0.6931471805599453,,
AAPL,Information Tech.,2019-01-29,8.080411134869792e-06,0.0,1,0.6931471805599453,,
AAPL,Information Tech.,2019-01-30,1.627126221137587e-05,0.0,1,0.6931471805599453,0.011349864507792518,7.274556617013224e-06
AAPL,Information Tech.,2019-02-06,4.742672899737954e-06,0.0,1,0.6931471805599453,-0.003962012973109571,6.261296672084737e-06
AAPL,Information Tech.,2019-03-04,4.2079054765054025e-06,0.0,1,0.6931471805599453,-0.0035062771530647296,5.644614504704045e-06
AAPL,Information Tech.,2019-04-30,6.6066186263924465e-06,0.0,1,0.6931471805599453,-0.00040630857256473973,4.882372782848997e-06
AAPL,Information Tech.,2019-05-01,3.0408139082283014e-06,0.0,1,0.6931471805599453,-0.0049409601615479914,5.354299813441021e-06
AAPL,Information Tech.,2019-07-30,4.558905857265927e-06,0.0,1,0.6931471805599453,-0.002414948767182068,1.2872875947487878e-06
AAPL,Information Tech.,2019-07-31,2.807533974191756e-06,0.0,1,0.6931471805599453,-0.0018238493794342499,1.5160413970215783e-06
AAPL,Information Tech.,2019-09-11,-8.95028279046528e-07,1.0,1,0.6931471805599453,-0.005139383847563295,2.756695359058067e-06
AAPL,Information Tech.,2019-09-13,-8.37128573039081e-06,1.0,1,0.6931471805599453,-0.01159505454779719,5.208924326640171e-06
AAPL,Information Tech.,2019-10-30,-7.069335879350547e-06,1.0,1,0.6931471805599453,-0.007297523825400276,5.775628407289605e-06
AAPL,Information Tech.,2019-10-31,2.778512680379208e-06,0.0,1,0.6931471805599453,0.0045723546918452485,5.323217917008996e-06
AAPL,Information Tech.,2019-11-15,-0.00032505320268683136,1.0,1,0.6931471805599453,-0.32290328203998797,0.00014392425721804377
AAPL,Information Tech.,2020-01-28,-1.6469100955873728e-05,1.0,1,0.6931471805599453,0.05125296702317428,0.0001422754988646384
AAPL,Information Tech.,2020-01-29,2.474367875038297e-06,0.0,1,0.6931471805599453,0.07331125038945174,0.000143542966843017
AAPL,Information Tech.,2020-02-18,1.1557476682355627e-05,0.0,1,0.6931471805599453,0.08022522847568325,0.00014576579171054194
AAPL,Information Tech.,2020-02-27,4.7200723201967776e-05,0.0,1,0.6931471805599453,0.11214311248295417,0.00015213970117081797
AAPL,Information Tech.,2020-04-30,-1.5515102859353647e-05,1.0,1,0.6931471805599453,0.04054284431731503,2.6021444900227905e-05
AAPL,Information Tech.,2020-05-01,3.1980689527699724e-06,0.0,1,0.6931471805599453,-0.0026516038360568928,2.3130100549800637e-05
AAPL,Information Tech.,2020-05-11,5.212268661125563e-07,0.0,1,0.6931471805599453,-0.009261879904443049,2.330025755725073e-05
AAPL,Information Tech.,2020-07-30,-1.0765439583337866e-05,1.0,1,0.6931471805599453,-0.02015791815210832,2.486764935720261e-05
AAPL,Information Tech.,2020-07-31,3.357751211297e-06,0.0,1,0.6931471805599453,-0.0015701441043347588,8.726856172424846e-06
AAPL,Information Tech.,2020-08-07,3.804494917858392e-05,0.0,1,0.6931471805599453,0.04188564826108631,1.8364449804322528e-05
AAPL,Information Tech.,2020-08-20,-2.810620571835898e-06,1.0,1,0.6931471805599453,-0.009681931896921013,1.885496149712424e-05
AAPL,Information Tech.,2020-10-29,-6.3382940425071865e-06,1.0,1,0.6931471805599453,-0.012007867462671129,1.9559595442988177e-05
AAPL,Information Tech.,2020-10-30,2.5692681902000913e-06,0.0,1,0.6931471805599453,-0.0017284010482399024,1.7824409752493624e-05
AAPL,Information Tech.,2021-01-05,2.547174062783597e-06,0.0,1,0.6931471805599453,-0.004417436730363988,1.7869046115140018e-05
AAPL,Information Tech.,2021-01-27,-8.571917533117812e-06,1.0,1,0.6931471805599453,-0.015374412896562717,5.0711545869651085e-06
AAPL,Information Tech.,2021-01-28,2.839619355654577e-06,0.0,1,0.6931471805599453,0.005360497334550018,5.593129133935259e-06
AAPL,Information Tech.,2021-02-08,2.9371890377660748e-06,0.0,1,0.6931471805599453,0.0043280190311634215,5.054201345858038e-06
AAPL,Information Tech.,2021-02-24,0.00011061967234127223,0.0,1,0.6931471805599453,0.11015540571861493,4.974179383317713e-05
AAPL,Information Tech.,2021-04-28,-8.326376701006666e-06,1.0,1,0.6931471805599453,-0.0304007241538784,5.1029968945219546e-05
AAPL,Information Tech.,2021-04-29,2.894801809816272e-06,0.0,1,0.6931471805599453,-0.01700483549029741,4.967008351898739e-05
AAPL,Information Tech.,2021-07-27,-8.020670975383837e-06,1.0,1,0.6931471805599453,-0.030213652144084335,5.094897390609282e-05
AAPL,Information Tech.,2021-07-28,3.0044921004446223e-06,0.0,1,0.6931471805599453,-0.017016431002048193,5.09433406267385e-05
AAPL,Information Tech.,2021-08-05,5.323054210748523e-07,0.0,1,0.6931471805599453,-0.019502078293953673,5.737741019922596e-06
AAPL,Information Tech.,2021-10-28,-1.2828056242142338e-05,1.0,1,0.6931471805599453,-0.010844966573131387,7.159079443452311e-06
AAPL,Information Tech.,2021-10-29,2.2146557512314757e-06,0.0,1,0.6931471805599453,0.005098081328469561,7.027084667086861e-06
AAPL,Information Tech.,2021-11-12,4.5229116949485615e-06,0.0,1,0.6931471805599453,0.007542366483903606,7.03431786433929e-06
AAPL,Information Tech.,2022-01-27,-1.3798668078379706e-05,1.0,1,0.6931471805599453,-0.01328792982349114,8.741703315289523e-06
AAPL,Information Tech.,2022-01-28,7.498765626223758e-07,0.0,1,0.6931471805599453,0.004621246853275807,8.769600941244339e-06
AAPL,Information Tech.,2022-03-04,5.115445674164221e-06,0.0,1,0.6931471805599453,0.008943301736508147,7.781529302527578e-06
AAPL,Information Tech.,2022-04-28,-1.4506455045193434e-05,1.0,1,0.6931471805599453,-0.01426729936611082,9.795717489773322e-06
AAPL,Information Tech.,2022-04-29,2.0795991986233275e-06,0.0,1,0.6931471805599453,0.005662977036990923,9.340606889950988e-06
AAPL,Information Tech.,2022-07-28,-1.3468910765368491e-05,1.0,1,0.6931471805599453,-0.009396870427735848,9.2555373553064e-06
AAPL,Information Tech.,2022-07-29,2.5493663997622207e-06,0.0,1,0.6931471805599453,0.006555455274792621,9.517970382686025e-06
AAPL,Information Tech.,2022-08-08,1.1010733942384832e-06,0.0,1,0.6931471805599453,0.004747264301840914,8.73089695596861e-06
AAPL,Information Tech.,2022-08-19,-1.6592253814451396e-05,1.0,1,0.6931471805599453,-0.012143188450863818,9.35882035658502e-06
AAPL,Information Tech.,2022-10-27,-1.1889753295690753e-05,1.0,1,0.6931471805599453,-0.007023528178251581,8.837519231751772e-06
AAPL,Information Tech.,2022-10-28,4.461183380044531e-06,0.0,1,0.6931471805599453,0.012121278996346517,9.503846596837798e-06
AAPL,Information Tech.,2022-11-07,3.840243152808398e-06,0.0,1,0.6931471805599453,0.00791431994002778,9.743274455342758e-06
AAPL,Information Tech.,2023-02-02,-1.592780063219834e-05,1.0,1,0.6931471805599453,-0.012111899195588194,1.0538625846899812e-05
AAPL,Information Tech.,2023-02-03,2.0671427591878455e-06,0.0,1,0.6931471805599453,0.009288819001085358,9.657773517444195e-06
AAPL,Information Tech.,2023-03-10,8.688774687470868e-05,0.0,1,0.6931471805599453,0.09037754380187835,4.037088247097688e-05
AAPL,Information Tech.,2023-05-04,-1.5958190488163382e-05,1.0,1,0.6931471805599453,-0.032223893595073605,4.28219426011725e-05
AAPL,Information Tech.,2023-05-05,1.7058799812730285e-06,0.0,1,0.6931471805599453,-0.010475948351995612,4.293636984502082e-05
AAPL,Information Tech.,2023-05-10,3.2461537102790317e-06,0.0,1,0.6931471805599453,-0.008508801988682535,4.064069398411032e-05
AAPL,Information Tech.,2023-08-03,-1.4018940419191495e-05,1.0,1,0.6931471805599453,-0.029608686986648536,4.256972265282559e-05
AAPL,Information Tech.,2023-08-04,2.1962391656416003e-06,0.0,1,0.6931471805599453,-0.010176290766139573,9.55555059968346e-06
AAPL,Information Tech.,2023-11-02,-1.454410630685743e-05,1.0,1,0.6931471805599453,-0.009978334696825186,9.146231705805762e-06
AAPL,Information Tech.,2023-11-03,1.2520018799477839e-06,0.0,1,0.6931471805599453,0.005534956653718837,9.073899658282214e-06
AAPL,Information Tech.,2024-02-01,-1.690392309683375e-05,1.0,1,0.6931471805599453,-0.012530192702797647,9.315049602308038e-06
AAPL,Information Tech.,2024-02-02,9.729729981700075e-07,0.0,1,0.6931471805599453,0.009376718753628666,9.467332600370359e-06
AAPL,Information Tech.,2024-02-28,-8.257937224698253e-06,1.0,1,0.6931471805599453,-0.0028525741527118953,8.47077930567317e-06
AAPL,Information Tech.,2024-05-02,-1.7988319086725824e-05,1.0,1,0.6931471805599453,-0.010492120736671495,9.287834500468948e-06
AAPL,Information Tech.,2024-05-03,1.8937990944323246e-06,0.0,2,1.0986122886681098,0.010078840000460332,9.453813216237703e-06
AAPL,Information Tech.,2024-08-01,-1.6094165403046645e-05,1.0,1,0.6931471805599453,-0.008037483939915546,9.269501865860861e-06
AAPL,Information Tech.,2024-08-02,1.294019398301316e-06,0.0,1,0.6931471805599453,0.009188749322674994,9.347071790125702e-06
AAPL,Information Tech.,2024-08-23,1.2935488484799862e-06,0.0,1,0.6931471805599453,0.009124069492827402,1.0177067187242797e-05
